Country,Country_ISO3,Region,Theme,Plan name,SP_Label,Strategic priority code,Agencies
Malawi,MWI,Africa,gender,United Nations Development Assistance Framework,MWI_gender_2,2.0,UN Women; United Nations Population Fund
Malawi,MWI,Africa,gender,United Nations Development Assistance Framework,MWI_gender_2,2.0,"International Labour Organisation; UN Women; United Nations Children's Fund; United Nations Educational, Scientific and Cultural Organisation; United Nations Joint Programme on HIV and AIDS Secretariat; United Nations Population Fund"
Malawi,MWI,Africa,gender,United Nations Development Assistance Framework,MWI_gender_2,2.0,UN Women; United Nations Population Fund
Nigeria,NGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,NGA_gender_2,2.0,United Nations Children's Fund
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,Food and Agriculture Organization of the United Nations
Malawi,MWI,Africa,gender,United Nations Development Assistance Framework,MWI_gender_2,2.0,UN Women; United Nations Population Fund
Malawi,MWI,Africa,gender,United Nations Development Assistance Framework,MWI_gender_2,2.0,UN Women; United Nations Population Fund
Malawi,MWI,Africa,gender,United Nations Development Assistance Framework,MWI_gender_2,2.0,UN Women; United Nations Population Fund
Malawi,MWI,Africa,gender,United Nations Development Assistance Framework,MWI_gender_2,2.0,UN Women; United Nations Population Fund
Seychelles,SYC,Africa,gender,United Nations Sustainable Development Cooperation Framework,SYC_gender_2,2.0,International Labour Organisation
Ethiopia,ETH,Africa,gender,United Nations Sustainable Development Cooperation Framework,ETH_gender_1,1.0,International Organization for Migration
Cabo Verde,CPV,Africa,gender,United Nations Sustainable Development Cooperation Framework,CPV_gender_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
Seychelles,SYC,Africa,gender,United Nations Sustainable Development Cooperation Framework,SYC_gender_2,2.0,United Nations Industrial Development Organization
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_3,3.0,Food and Agriculture Organization of the United Nations
Sierra Leone,SLE,Africa,gender,United Nations Sustainable Development Cooperation Framework,SLE_gender_2,2.0,UN Women
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_1,1.0,UN Women; United Nations Development Programme; United Nations High Commissioner for Human Rights; United Nations Office on Drugs and Crime; United Nations Population Fund
Lesotho,LSO,Africa,gender,United Nations Sustainable Development Cooperation Framework,LSO_gender_2,2.0,United Nations Population Fund
Botswana,BWA,Africa,gender,United Nations Sustainable Development Cooperation Framework,BWA_gender_1,1.0,United Nations Population Fund
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_3,3.0,Food and Agriculture Organization of the United Nations
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Conference on Trade and Development
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations World Food Programme
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Labour Organisation
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,UN Women
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Development Programme
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Development Programme
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Fund for Agricultural Development
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Environment Programme
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Development Programme
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_1,1.0,UN Women
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,UN Women
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Fund for Agricultural Development
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_1,1.0,UN Women
Nigeria,NGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,NGA_gender_2,2.0,United Nations Population Fund
Nigeria,NGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,NGA_gender_2,2.0,United Nations Population Fund
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,Food and Agriculture Organization of the United Nations
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,"International Labour Organisation; UN Women; United Nations Children's Fund; United Nations Educational, Scientific and Cultural Organisation; United Nations High Commissioner for Refugees; United Nations Joint Programme on HIV and AIDS Secretariat; United Nations Office for Project Services; United Nations Population Fund"
Nigeria,NGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,NGA_gender_2,2.0,International Organization for Migration
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Population Fund
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,United Nations Population Fund
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,United Nations Development Programme
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Population Fund
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,International Labour Organisation; UN Women; United Nations Children's Fund; United Nations Development Programme; United Nations High Commissioner for Refugees; United Nations Joint Programme on HIV and AIDS Secretariat; United Nations Population Fund
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,"UN Women; United Nations Children's Fund; United Nations Educational, Scientific and Cultural Organisation; United Nations Population Fund; United Nations World Food Programme"
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,International Labour Organisation; UN Women; United Nations Children's Fund; United Nations Development Programme; United Nations High Commissioner for Refugees; United Nations Joint Programme on HIV and AIDS Secretariat; United Nations Population Fund
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,"UN Women; United Nations Children's Fund; United Nations Development Programme; United Nations Educational, Scientific and Cultural Organisation; United Nations High Commissioner for Refugees; United Nations Joint Programme on HIV and AIDS Secretariat; United Nations Population Fund; United Nations World Food Programme"
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,"UN Women; United Nations Children's Fund; United Nations Educational, Scientific and Cultural Organisation; United Nations Joint Programme on HIV and AIDS Secretariat; United Nations Population Fund"
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,UN Women; United Nations Joint Programme on HIV and AIDS Secretariat; United Nations Office on Drugs and Crime
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_1,1.0,United Nations Office on Drugs and Crime
Mozambique,MOZ,Africa,gender,United Nations Development Assistance Framework,MOZ_gender_2,2.0,World Health Organization
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_1,1.0,United Nations Office on Drugs and Crime
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_1,1.0,United Nations Development Programme
Botswana,BWA,Africa,gender,United Nations Sustainable Development Cooperation Framework,BWA_gender_2,2.0,United Nations Development Programme
Angola,AGO,Africa,gender,United Nations Sustainable Development Cooperation Framework,AGO_gender_2,2.0,United Nations Children's Fund; United Nations Development Programme; United Nations High Commissioner for Refugees; United Nations Office on Drugs and Crime; United Nations Population Fund
"Tanzania, United Republic of",TZA,Africa,gender,United Nations Sustainable Development Cooperation Framework,TZA_gender_2,2.0,International Labour Organisation
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,UN Women
Gambia,GMB,Africa,gender,United Nations Development Assistance Framework,GMB_gender_2,2.0,United Nations Population Fund
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Population Fund
Gambia,GMB,Africa,gender,United Nations Development Assistance Framework,GMB_gender_2,2.0,United Nations Population Fund
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Population Fund
Egypt,EGY,Africa,gender,United Nations Development Assistance Framework,EGY_gender_2,2.0,UN Women; United Nations Children's Fund; United Nations Development Programme; United Nations Joint Programme on HIV and AIDS Secretariat; United Nations Office on Drugs and Crime; United Nations Population Fund; World Health Organization
Kenya,KEN,Africa,gender,United Nations Development Assistance Framework,KEN_gender_2,2.0,UN Women; United Nations Children's Fund; United Nations Office on Drugs and Crime; United Nations Population Fund; World Health Organization
Uganda,UGA,Africa,gender,United Nations Sustainable Development Cooperation Framework,UGA_gender_3,3.0,United Nations Joint Programme on HIV and AIDS Secretariat
Ghana,GHA,Africa,gender,United Nations Sustainable Development Cooperation Framework,GHA_gender_2,2.0,United Nations Children's Fund
