Country,Country_ISO3,Region,Theme,Plan name,SP_Label,Strategic priority code,SDG Goals
Egypt,EGY,Africa,work,United Nations Development Assistance Framework,EGY_work_1,1.0,4 Quality Education
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,-
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,-
Namibia,NAM,Africa,work,United Nations Sustainable Development Cooperation Framework,NAM_work_2,2.0,8 Decent Jobs and Economic Growth
South Sudan,SSD,Africa,work,United Nations Sustainable Development Cooperation Framework,SSD_work_1,1.0,8 Decent Jobs and Economic Growth
Seychelles,SYC,Africa,work,United Nations Sustainable Development Cooperation Framework,SYC_work_1,1.0,8 Decent Jobs and Economic Growth
Eritrea,ERI,Africa,work,United Nations Sustainable Development Cooperation Framework,ERI_work_1,1.0,3 Good Health and Well-being
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,16 Peace and Justice - Strong Institutions
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,-
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,-
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,16 Peace and Justice - Strong Institutions
Egypt,EGY,Africa,work,United Nations Development Assistance Framework,EGY_work_1,1.0,1 No Poverty; 4 Quality Education; 8 Decent Jobs and Economic Growth
Sudan,SDN,Africa,work,United Nations Development Assistance Framework,SDN_work_1,1.0,14 Life Below Water
Sierra Leone,SLE,Africa,work,United Nations Sustainable Development Cooperation Framework,SLE_work_1,1.0,1 No Poverty; 2 Zero Hunger
Egypt,EGY,Africa,work,United Nations Development Assistance Framework,EGY_work_1,1.0,4 Quality Education; 5 Gender Equality; 8 Decent Jobs and Economic Growth; 10 Reduced Inequalities; 11 Sustainable Cities and Communities; 13 Climate Action
Sierra Leone,SLE,Africa,work,United Nations Sustainable Development Cooperation Framework,SLE_work_1,1.0,1 No Poverty; 2 Zero Hunger
Sierra Leone,SLE,Africa,work,United Nations Sustainable Development Cooperation Framework,SLE_work_1,1.0,1 No Poverty; 2 Zero Hunger
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,16 Peace and Justice - Strong Institutions
Namibia,NAM,Africa,work,United Nations Sustainable Development Cooperation Framework,NAM_work_2,2.0,8 Decent Jobs and Economic Growth
Egypt,EGY,Africa,work,United Nations Development Assistance Framework,EGY_work_1,1.0,-
Sierra Leone,SLE,Africa,work,United Nations Sustainable Development Cooperation Framework,SLE_work_1,1.0,"3 Good Health and Well-being; 9 Industry, Innovation and Infrastructure; 12 Responsible Consumption and Production"
Nigeria,NGA,Africa,work,United Nations Sustainable Development Cooperation Framework,NGA_work_1,1.0,5 Gender Equality
Gambia,GMB,Africa,work,United Nations Sustainable Development Cooperation Framework,GMB_work_2,2.0,5 Gender Equality
Ethiopia,ETH,Africa,work,United Nations Sustainable Development Cooperation Framework,ETH_work_3,3.0,1 No Poverty
Nigeria,NGA,Africa,work,United Nations Sustainable Development Cooperation Framework,NGA_work_1,1.0,16 Peace and Justice - Strong Institutions
Cameroon,CMR,Africa,work,United Nations Sustainable Development Cooperation Framework,CMR_work_1,1.0,1 No Poverty
Rwanda,RWA,Africa,work,United Nations Sustainable Development Cooperation Framework,RWA_work_1,1.0,2 Zero Hunger
South Sudan,SSD,Africa,work,United Nations Sustainable Development Cooperation Framework,SSD_work_1,1.0,5 Gender Equality; 8 Decent Jobs and Economic Growth; 10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions
Central African Republic,CAF,Africa,work,United Nations Development Assistance Framework,CAF_work_1,1.0,16 Peace and Justice - Strong Institutions
Namibia,NAM,Africa,work,United Nations Sustainable Development Cooperation Framework,NAM_work_4,4.0,8 Decent Jobs and Economic Growth
Namibia,NAM,Africa,work,United Nations Sustainable Development Cooperation Framework,NAM_work_2,2.0,8 Decent Jobs and Economic Growth
Rwanda,RWA,Africa,work,United Nations Sustainable Development Cooperation Framework,RWA_work_1,1.0,8 Decent Jobs and Economic Growth
Gambia,GMB,Africa,work,United Nations Sustainable Development Cooperation Framework,GMB_work_2,2.0,5 Gender Equality; 8 Decent Jobs and Economic Growth; 10 Reduced Inequalities
Botswana,BWA,Africa,work,United Nations Sustainable Development Cooperation Framework,BWA_work_1,1.0,16 Peace and Justice - Strong Institutions; 17 Partnerships for the Goals
Botswana,BWA,Africa,work,United Nations Sustainable Development Cooperation Framework,BWA_work_1,1.0,1 No Poverty; 3 Good Health and Well-being; 5 Gender Equality
Botswana,BWA,Africa,work,United Nations Sustainable Development Cooperation Framework,BWA_work_1,1.0,3 Good Health and Well-being; 5 Gender Equality; 16 Peace and Justice - Strong Institutions
Botswana,BWA,Africa,work,United Nations Sustainable Development Cooperation Framework,BWA_work_1,1.0,1 No Poverty
Uganda,UGA,Africa,work,United Nations Sustainable Development Cooperation Framework,UGA_work_1,1.0,16 Peace and Justice - Strong Institutions; 17 Partnerships for the Goals
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_4,4.0,17 Partnerships for the Goals
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_4,4.0,4 Quality Education
Lesotho,LSO,Africa,work,United Nations Development Assistance Framework,LSO_work_1,1.0,5 Gender Equality; 8 Decent Jobs and Economic Growth
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_4,4.0,2 Zero Hunger; 5 Gender Equality; 8 Decent Jobs and Economic Growth; 10 Reduced Inequalities; 13 Climate Action
Sao Tome and Principe,STP,Africa,work,United Nations Sustainable Development Cooperation Framework,STP_work_1,1.0,3 Good Health and Well-being; 10 Reduced Inequalities; 17 Partnerships for the Goals
Eswatini,SWZ,Africa,work,United Nations Sustainable Development Cooperation Framework,SWZ_work_2,2.0,4 Quality Education
Lesotho,LSO,Africa,work,United Nations Development Assistance Framework,LSO_work_3,3.0,4 Quality Education; 8 Decent Jobs and Economic Growth
Kenya,KEN,Africa,work,United Nations Development Assistance Framework,KEN_work_2,2.0,1 No Poverty; 17 Partnerships for the Goals
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_3,3.0,5 Gender Equality; 8 Decent Jobs and Economic Growth; 10 Reduced Inequalities; 11 Sustainable Cities and Communities
Sudan,SDN,Africa,work,United Nations Development Assistance Framework,SDN_work_2,2.0,13 Climate Action
Lesotho,LSO,Africa,work,United Nations Development Assistance Framework,LSO_work_3,3.0,13 Climate Action
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,16 Peace and Justice - Strong Institutions
Cameroon,CMR,Africa,work,United Nations Sustainable Development Cooperation Framework,CMR_work_3,3.0,1 No Poverty; 5 Gender Equality
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,3 Good Health and Well-being
"Tanzania, United Republic of",TZA,Africa,work,United Nations Sustainable Development Cooperation Framework,TZA_work_1,1.0,1 No Poverty
Seychelles,SYC,Africa,work,United Nations Sustainable Development Cooperation Framework,SYC_work_1,1.0,5 Gender Equality
Gambia,GMB,Africa,work,United Nations Development Assistance Framework,GMB_work_1,1.0,16 Peace and Justice - Strong Institutions
Seychelles,SYC,Africa,work,United Nations Sustainable Development Cooperation Framework,SYC_work_1,1.0,8 Decent Jobs and Economic Growth
Mauritius,MUS,Africa,work,United Nations Sustainable Development Cooperation Framework,MUS_work_1,1.0,8 Decent Jobs and Economic Growth
Eritrea,ERI,Africa,work,United Nations Sustainable Development Cooperation Framework,ERI_work_1,1.0,1 No Poverty
Mauritius,MUS,Africa,work,United Nations Sustainable Development Cooperation Framework,MUS_work_1,1.0,8 Decent Jobs and Economic Growth
South Sudan,SSD,Africa,work,United Nations Sustainable Development Cooperation Framework,SSD_work_1,1.0,16 Peace and Justice - Strong Institutions
Seychelles,SYC,Africa,work,United Nations Sustainable Development Cooperation Framework,SYC_work_1,1.0,8 Decent Jobs and Economic Growth; 10 Reduced Inequalities
Egypt,EGY,Africa,work,United Nations Development Assistance Framework,EGY_work_1,1.0,4 Quality Education; 8 Decent Jobs and Economic Growth; 10 Reduced Inequalities
Nigeria,NGA,Africa,work,United Nations Sustainable Development Cooperation Framework,NGA_work_1,1.0,1 No Poverty; 3 Good Health and Well-being; 5 Gender Equality
Ghana,GHA,Africa,work,United Nations Sustainable Development Cooperation Framework,GHA_work_1,1.0,8 Decent Jobs and Economic Growth; 17 Partnerships for the Goals
Egypt,EGY,Africa,work,United Nations Development Assistance Framework,EGY_work_1,1.0,10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions; 17 Partnerships for the Goals
South Sudan,SSD,Africa,work,United Nations Sustainable Development Cooperation Framework,SSD_work_1,1.0,16 Peace and Justice - Strong Institutions
Kenya,KEN,Africa,work,United Nations Development Assistance Framework,KEN_work_1,1.0,1 No Poverty; 5 Gender Equality; 16 Peace and Justice - Strong Institutions
Mauritius,MUS,Africa,work,United Nations Sustainable Development Cooperation Framework,MUS_work_1,1.0,10 Reduced Inequalities
South Sudan,SSD,Africa,work,United Nations Sustainable Development Cooperation Framework,SSD_work_1,1.0,16 Peace and Justice - Strong Institutions; 17 Partnerships for the Goals
Eritrea,ERI,Africa,work,United Nations Sustainable Development Cooperation Framework,ERI_work_1,1.0,1 No Poverty; 4 Quality Education
"Tanzania, United Republic of",TZA,Africa,work,United Nations Development Assistance Framework,TZA_work_1,1.0,1 No Poverty; 8 Decent Jobs and Economic Growth
"Tanzania, United Republic of",TZA,Africa,work,United Nations Development Assistance Framework,TZA_work_1,1.0,1 No Poverty; 2 Zero Hunger
Tunisia,TUN,Africa,work,United Nations Development Assistance Framework,TUN_work_2,2.0,8 Decent Jobs and Economic Growth
Kenya,KEN,Africa,work,United Nations Development Assistance Framework,KEN_work_1,1.0,-
Kenya,KEN,Africa,work,United Nations Development Assistance Framework,KEN_work_1,1.0,16 Peace and Justice - Strong Institutions
Cameroon,CMR,Africa,work,United Nations Sustainable Development Cooperation Framework,CMR_work_3,3.0,3 Good Health and Well-being
South Sudan,SSD,Africa,work,United Nations Sustainable Development Cooperation Framework,SSD_work_1,1.0,5 Gender Equality
Uganda,UGA,Africa,work,United Nations Sustainable Development Cooperation Framework,UGA_work_2,2.0,13 Climate Action
Liberia,LBR,Africa,work,United Nations Sustainable Development Cooperation Framework,LBR_work_1,1.0,3 Good Health and Well-being
Kenya,KEN,Africa,work,United Nations Development Assistance Framework,KEN_work_1,1.0,16 Peace and Justice - Strong Institutions
Kenya,KEN,Africa,work,United Nations Development Assistance Framework,KEN_work_1,1.0,16 Peace and Justice - Strong Institutions
Liberia,LBR,Africa,work,United Nations Sustainable Development Cooperation Framework,LBR_work_1,1.0,3 Good Health and Well-being
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_4,4.0,1 No Poverty; 5 Gender Equality; 8 Decent Jobs and Economic Growth; 11 Sustainable Cities and Communities; 16 Peace and Justice - Strong Institutions
South Sudan,SSD,Africa,work,United Nations Sustainable Development Cooperation Framework,SSD_work_1,1.0,16 Peace and Justice - Strong Institutions
Seychelles,SYC,Africa,work,United Nations Sustainable Development Cooperation Framework,SYC_work_1,1.0,14 Life Below Water; 16 Peace and Justice - Strong Institutions
Sierra Leone,SLE,Africa,work,United Nations Sustainable Development Cooperation Framework,SLE_work_1,1.0,2 Zero Hunger; 3 Good Health and Well-being
Liberia,LBR,Africa,work,United Nations Sustainable Development Cooperation Framework,LBR_work_1,1.0,5 Gender Equality
Ghana,GHA,Africa,work,United Nations Sustainable Development Cooperation Framework,GHA_work_1,1.0,11 Sustainable Cities and Communities
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_3,3.0,"1 No Poverty; 9 Industry, Innovation and Infrastructure"
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_4,4.0,16 Peace and Justice - Strong Institutions
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_2,2.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_1,1.0,5 Gender Equality; 10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions; 17 Partnerships for the Goals
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_4,4.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions; 17 Partnerships for the Goals
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_4,4.0,1 No Poverty; 2 Zero Hunger
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_3,3.0,5 Gender Equality
Sierra Leone,SLE,Africa,work,United Nations Sustainable Development Cooperation Framework,SLE_work_1,1.0,12 Responsible Consumption and Production
Angola,AGO,Africa,work,United Nations Sustainable Development Cooperation Framework,AGO_work_1,1.0,3 Good Health and Well-being
South Africa,ZAF,Africa,work,United Nations Sustainable Development Cooperation Framework,ZAF_work_4,4.0,13 Climate Action
Eswatini,SWZ,Africa,work,United Nations Sustainable Development Cooperation Framework,SWZ_work_2,2.0,"1 No Poverty; 2 Zero Hunger; 3 Good Health and Well-being; 4 Quality Education; 5 Gender Equality; 6 Clean Water and Sanitation; 7 Affordable and Clean Energy; 8 Decent Jobs and Economic Growth; 9 Industry, Innovation and Infrastructure; 10 Reduced Inequalities"
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_3,3.0,1 No Poverty; 2 Zero Hunger; 8 Decent Jobs and Economic Growth
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_4,4.0,5 Gender Equality; 10 Reduced Inequalities; 11 Sustainable Cities and Communities; 13 Climate Action; 16 Peace and Justice - Strong Institutions
Ethiopia,ETH,Africa,work,United Nations Sustainable Development Cooperation Framework,ETH_work_3,3.0,1 No Poverty; 5 Gender Equality; 8 Decent Jobs and Economic Growth
Liberia,LBR,Africa,work,United Nations Sustainable Development Cooperation Framework,LBR_work_1,1.0,5 Gender Equality
Guinea-Bissau,GNB,Africa,work,United Nations Sustainable Development Cooperation Framework,GNB_work_1,1.0,16 Peace and Justice - Strong Institutions
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_4,4.0,10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions
Somalia,SOM,Africa,work,United Nations Sustainable Development Cooperation Framework,SOM_work_4,4.0,1 No Poverty; 11 Sustainable Cities and Communities; 13 Climate Action; 16 Peace and Justice - Strong Institutions
Sao Tome and Principe,STP,Africa,work,United Nations Sustainable Development Cooperation Framework,STP_work_1,1.0,3 Good Health and Well-being
